videoname,poi,context,value
1052,Malcolm X,1052,
1053,Martin Luther King,1053,
1054,Queen Elizabeth II,1054,
1055,Bernie Sanders,1055,
1056,Bill Clinton,1056,
1057,Donald Trump,1057,
1058,Alec Guinness,1058,
1059,Jerry Seinfeld,1059,
1060,Mark Zuckerberg,1060,
1061,Orson Welles,1061,
1062,Ayn Rand,1062,
1063,Barack Obama,1063,
1064,Bill Clinton,1064,
1065,Donald Trump,1065,
1066,Bernie Sanders,1066,
1067,Mark Zuckerberg,1067,
1068,Ronald Reagan,1068,
1069,Ayn Rand,1069,
1070,JFK,1070,
1071,Queen Elizabeth II,1071,
1072,Barack Obama,1072,
1073,Alec Guinness,1073,
1074,Barack Obama,1074,
1075,Donald Trump,1075,
1076,Donald Trump,1076,
1077,Ayn Rand,1077,
1078,Alec Guinness,1078,
1079,Ayn Rand,1079,
1080,Alexandria Ocasio-Cortez,1080,
1081,Richard Nixon,1081,
1082,Alec Guinness,1082,
1083,Bill Clinton,1083,
1084,Alec Guinness,1084,
1085,Donald Trump,1085,
1086,Barack Obama,1086,
1087,Alec Guinness,1087,
1088,Martin Luther King,1088,
1089,Donald Trump,1089,
1090,Queen Elizabeth II,1090,
1091,Bernie Sanders,1091,
1092,Bernie Sanders,1092,
1093,Winston Churchill,1093,
1094,Donald Trump,1094,
1095,Ronald Reagan,1095,
1096,Barack Obama,1096,
1097,Alec Guinness,1097,
1098,Bill Clinton,1098,
1099,JFK,1099,
1100,Barack Obama,1100,
1101,Mark Zuckerberg,1101,
1102,Barack Obama,1102,
1103,Barack Obama,1103,
1104,Alec Guinness,1104,
1105,Ayn Rand,1105,
1106,Queen Elizabeth II,1106,
1107,Alec Guinness,1107,
1108,Bill Clinton,1108,
1109,Christopher Hitchens,1109,
1110,Bernie Sanders,1110,
1111,Bill Clinton,1111,
1112,Martin Luther King,1112,
1113,Bernie Sanders,1113,
1114,Jerry Seinfeld,1114,
1115,Mitch Hedberg,1115,
1116,Bill Clinton,1116,
1117,Ronald Reagan,1117,
1118,Donald Trump,1118,
1119,Bernie Sanders,1119,
1120,Martin Luther King,1120,
1121,Alec Guinness,1121,
1122,Louis C.K.,1122,
1123,Alec Guinness,1123,
1124,Boris Johnson,1124,
1125,Christopher Hitchens,1125,
1126,Frank Sinatra,1126,
1127,Ronald Reagan,1127,
1128,Alan Watts,1128,
1129,Alec Guinness,1129,
1130,Ayn Rand,1130,
1131,Alec Guinness,1131,
1132,Alec Guinness,1132,
1133,Louis Farrakhan,1133,
1134,Barack Obama,1134,
1135,Barack Obama,1135,
1136,Alec Guinness,1136,
1137,Bernie Sanders,1137,
1138,Bernie Sanders,1138,
1139,JFK,1139,
1140,Bernie Sanders,1140,
1141,Barack Obama,1141,
1142,Barack Obama,1142,
1143,Donald Trump,1143,
1144,Ronald Reagan,1144,
1145,Ayn Rand,1145,
1146,Barack Obama,1146,
1147,Donald Trump,1147,
1148,Gilbert Gottfried,1148,
1149,Barack Obama,1149,
1150,Alec Guinness,1150,
1151,Martin Luther King,1151,
1152,Bernie Sanders,1152,
1153,Donald Trump,1153,
1154,Arnold Schwarzenegger,1154,
1155,Donald Trump,1155,
1156,Bernie Sanders,1156,
1157,Winston Churchill,1157,
1158,Alec Guinness,1158,
1159,Kamala Harris,1159,
1160,Queen Elizabeth II,1160,
1161,Malcolm X,1161,
1162,Ayn Rand,1162,
1163,Boris Johnson,1163,
1164,Winston Churchill,1164,
1165,Ayn Rand,1165,
1166,Donald Trump,1166,
1167,Donald Trump,1167,
1168,Alec Guinness,1168,
1169,Alec Guinness,1169,
1170,Alec Guinness,1170,
1171,Malcolm X,1171,
1172,Bernie Sanders,1172,
1173,Bernie Sanders,1173,
1174,Christopher Hitchens,1174,
1175,Alec Guinness,1175,
1176,Donald Trump,1176,
1177,Ayn Rand,1177,
1178,Donald Trump,1178,
1179,Alec Guinness,1179,
1180,Donald Trump,1180,
1181,Martin Luther King,1181,
1182,Ayn Rand,1182,
1183,Martin Luther King,1183,
1184,Dwight Eisenhower,1184,
1185,Donald Trump,1185,
1186,Barack Obama,1186,
1187,Alan Watts,1187,
1188,Barack Obama,1188,
1189,Barack Obama,1189,
1190,Barack Obama,1190,
1191,Orson Welles,1191,
1192,Donald Trump,1192,
1193,Donald Trump,1193,
1194,Robert Kardashian,1194,
1195,Christopher Hitchens,1195,
1196,Ayn Rand,1196,
1197,Kanye West,1197,
1198,Bernie Sanders,1198,
1199,Donald Trump,1199,
1200,Bill Clinton,1200,
1201,Milton Friedman,1201,
1202,Milton Friedman,1202,
1203,Alec Guinness,1203,
1204,Barack Obama,1204,
1205,Winston Churchill,1205,
1206,Bob Ross,1206,
1207,Barack Obama,1207,
1208,Robert Kardashian,1208,
1209,Bernie Sanders,1209,
1210,Jeff Goldblum,1210,
1211,Donald Trump,1211,
1212,Barack Obama,1212,
1213,Winston Churchill,1213,
1214,Milton Friedman,1214,
1215,Donald Trump,1215,
1216,Robert Kardashian,1216,
1217,Martin Luther King,1217,
1218,Harry Truman,1218,
1219,Alec Guinness,1219,
1220,Bill Clinton,1220,
1221,Donald Trump,1221,
1222,Queen Elizabeth II,1222,
1223,Ronald Reagan,1223,
1224,Winston Churchill,1224,
1225,Norm MacDonald,1225,
1226,Alec Guinness,1226,
1227,Queen Elizabeth II,1227,
1228,Alec Guinness,1228,
1229,Alec Guinness,1229,
1230,Christopher Hitchens,1230,
1231,Louis C.K.,1231,
1232,Barack Obama,1232,
1233,Ronald Reagan,1233,
1234,Alec Guinness,1234,
1235,Ayn Rand,1235,
1236,Ronald Reagan,1236,
1237,George W. Bush,1237,
1238,Donald Trump,1238,
1239,Ronald Reagan,1239,
1240,Ayn Rand,1240,
1241,Ronald Reagan,1241,
1242,Ayn Rand,1242,
1243,Christopher Hitchens,1243,
1244,Donald Trump,1244,
1245,JFK,1245,
1246,Alec Guinness,1246,
1247,Louis Farrakhan,1247,
1248,Dwight Eisenhower,1248,
1249,Alan Watts,1249,
1250,Winston Churchill,1250,
1251,Bill Clinton,1251,
1252,The Notorious B.I.G.,1252,
1253,Barack Obama,1253,
1254,Ayn Rand,1254,
1255,Christopher Hitchens,1255,
1256,Ayn Rand,1256,
1257,Louis Farrakhan,1257,
1258,JFK,1258,
1259,Richard Nixon,1259,
1260,Bill Clinton,1260,
1261,Alexandria Ocasio-Cortez,1261,
1262,Bill Clinton,1262,
1263,Alec Guinness,1263,
1264,Nelson Mandela,1264,
1265,Bernie Sanders,1265,
1266,Barack Obama,1266,
1267,Barack Obama,1267,
1268,Gilbert Gottfried,1268,
1269,Donald Trump,1269,
1270,Frank Sinatra,1270,
1271,Alec Guinness,1271,
1272,Alec Guinness,1272,
1273,Bill Burr,1273,
1274,Mark Zuckerberg,1274,
1275,Martin Luther King,1275,
1276,Ayn Rand,1276,
1277,Mark Zuckerberg,1277,
1278,Donald Trump,1278,
1279,Mark Zuckerberg,1279,
1280,Ayn Rand,1280,
1281,Nelson Mandela,1281,
1282,Ronald Reagan,1282,
1283,Alan Watts,1283,
1284,Norm MacDonald,1284,
1285,Jimmy Carter,1285,
1286,Ayn Rand,1286,
1287,Donald Trump,1287,
1288,Bernie Sanders,1288,
1289,Alec Guinness,1289,
1290,Barack Obama,1290,
1291,Donald Trump,1291,
1292,Bernie Sanders,1292,
1293,Dwight Eisenhower,1293,
1294,Barack Obama,1294,
1295,Alec Guinness,1295,
1296,Donald Trump,1296,
1297,Alec Guinness,1297,
1298,Martin Luther King,1298,
1299,George Carlin,1299,
1300,Mr. Rogers,1300,
1301,Donald Trump,1301,
1302,Nelson Mandela,1302,
1303,Donald Trump,1303,
1304,JFK,1304,
1305,Barack Obama,1305,
1306,Barack Obama,1306,
1307,Bob Ross,1307,
1308,Bill Clinton,1308,
1309,Mitch Hedberg,1309,
1310,Bill Clinton,1310,
1311,Barack Obama,1311,
1312,Adam Driver,1312,
1313,JFK,1313,
1314,Bernie Sanders,1314,
1315,Alec Guinness,1315,
1316,Queen Elizabeth II,1316,
1317,Donald Trump,1317,
1318,Milton Friedman,1318,
1319,Winston Churchill,1319,
1320,Queen Elizabeth II,1320,
1321,Christopher Hitchens,1321,
1322,Alec Guinness,1322,
1323,Jeff Goldblum,1323,
1324,Richard Nixon,1324,
1325,Christopher Hitchens,1325,
1326,Bill Clinton,1326,
1327,Lyndon Johnson,1327,
1328,Barack Obama,1328,
1329,Alec Guinness,1329,
1330,Donald Trump,1330,
1331,Gilbert Gottfried,1331,
1332,Bill Clinton,1332,
1333,Barack Obama,1333,
1334,Bill Clinton,1334,
1335,Alec Guinness,1335,
1336,Queen Elizabeth II,1336,
1337,Donald Trump,1337,
1338,Alan Watts,1338,
1339,Tucker Carlson,1339,
1340,Barack Obama,1340,
1341,Lyndon Johnson,1341,
1342,Barack Obama,1342,
1343,Alec Guinness,1343,
1344,Barack Obama,1344,
1345,Bill Clinton,1345,
1346,Nick Offerman,1346,
1347,Barack Obama,1347,
1348,Orson Welles,1348,
1349,Barack Obama,1349,
1350,Alec Guinness,1350,
1351,Mark Zuckerberg,1351,
1352,Christopher Hitchens,1352,
1353,Christopher Hitchens,1353,
1354,Queen Elizabeth II,1354,
1355,Bill Clinton,1355,
1356,Alec Guinness,1356,
1357,Bill Clinton,1357,
1358,Orson Welles,1358,
1359,Martin Luther King,1359,
1360,Louis Farrakhan,1360,
1361,Ayn Rand,1361,
1362,Donald Trump,1362,
1363,Barack Obama,1363,
1364,Martin Luther King,1364,
1365,Barack Obama,1365,
1366,Arnold Schwarzenegger,1366,
1367,Martin Luther King,1367,
1368,Ayn Rand,1368,
1369,JFK,1369,
1370,Christopher Hitchens,1370,
1371,Queen Elizabeth II,1371,
1372,Bernie Sanders,1372,
1373,Orson Welles,1373,
1374,Alec Guinness,1374,
1375,Alec Guinness,1375,
1376,Alan Watts,1376,
1377,Donald Trump,1377,
1378,Ronald Reagan,1378,
1379,Donald Trump,1379,
1380,Barack Obama,1380,
1381,Bill Clinton,1381,
1382,Winston Churchill,1382,
1383,Winston Churchill,1383,
1384,Calvin Coolidge,1384,
1385,Donald Trump,1385,
1386,Christopher Hitchens,1386,
1387,Winston Churchill,1387,
1388,Bill Clinton,1388,
1389,FDR,1389,
1390,Alec Guinness,1390,
1391,Tucker Carlson,1391,
1392,The Notorious B.I.G.,1392,
1393,The Notorious B.I.G.,1393,
1394,Ayn Rand,1394,
1395,Alec Guinness,1395,
1396,Bill Clinton,1396,
1397,Norm MacDonald,1397,
1398,Alec Guinness,1398,
1399,Martin Luther King,1399,
1400,Barack Obama,1400,
1401,Christopher Hitchens,1401,
1402,Louis Farrakhan,1402,
1403,FDR,1403,
1404,Donald Trump,1404,
1405,Bernie Sanders,1405,
1406,Martin Luther King,1406,
1407,Alan Watts,1407,
1408,Donald Trump,1408,
1409,Alec Guinness,1409,
1410,JFK,1410,
1411,Donald Trump,1411,
1412,Christopher Hitchens,1412,
1413,Alec Guinness,1413,
1414,Martin Luther King,1414,
1415,Donald Trump,1415,
1416,FDR,1416,
1417,Martin Luther King,1417,
1418,Donald Trump,1418,
1419,Donald Trump,1419,
1420,Barack Obama,1420,
1421,Alec Guinness,1421,
1422,Bernie Sanders,1422,
1423,Ronald Reagan,1423,
1424,Donald Trump,1424,
1425,Ayn Rand,1425,
1426,Barack Obama,1426,
1427,Barack Obama,1427,
1428,Mr. Rogers,1428,
1429,Donald Trump,1429,
1430,Barack Obama,1430,
1431,Barack Obama,1431,
1432,Ayn Rand,1432,
1433,Martin Luther King,1433,
1434,Bernie Sanders,1434,
1435,Bill Clinton,1435,
1436,Tucker Carlson,1436,
1437,Mr. Rogers,1437,
1438,Winston Churchill,1438,
1439,George Carlin,1439,
1440,Donald Trump,1440,
1441,Bill Clinton,1441,
1442,Ayn Rand,1442,
1443,Winston Churchill,1443,
1444,Alec Guinness,1444,
1445,Adam Driver,1445,
1446,Adam Driver,1446,
1447,Mark Zuckerberg,1447,
1448,Mark Zuckerberg,1448,
1449,Donald Trump,1449,
1450,Christopher Hitchens,1450,
1451,Ronald Reagan,1451,
1452,George W. Bush,1452,
1453,Winston Churchill,1453,
1454,Barack Obama,1454,
1455,Ayn Rand,1455,
1456,Donald Trump,1456,
1457,Malcolm X,1457,
1458,Barack Obama,1458,
1459,Alec Guinness,1459,
1460,Donald Trump,1460,
1461,Alec Guinness,1461,
1462,John Cleese,1462,
1463,Bill Clinton,1463,
1464,Barack Obama,1464,
1465,Bill Clinton,1465,
1466,JFK,1466,
1467,Ayn Rand,1467,
1468,Barack Obama,1468,
1469,Milton Friedman,1469,
1470,Alec Guinness,1470,
1471,Bernie Sanders,1471,
1472,Alexandria Ocasio-Cortez,1472,
1473,Bernie Sanders,1473,
1474,Donald Trump,1474,
1475,Adam Driver,1475,
1476,John Cleese,1476,
1477,Donald Trump,1477,
1478,Alan Watts,1478,
1479,JFK,1479,
1480,Richard Nixon,1480,
1481,Ronald Reagan,1481,
1482,Barack Obama,1482,
1483,Nelson Mandela,1483,
1484,Alec Guinness,1484,
1485,Queen Elizabeth II,1485,
1486,Norm MacDonald,1486,
1487,Bill Clinton,1487,
1488,Barack Obama,1488,
1489,Boris Johnson,1489,
1490,Ronald Reagan,1490,
1491,Ayn Rand,1491,
1492,Donald Trump,1492,
1493,Nelson Mandela,1493,
1494,Winston Churchill,1494,
1495,Ayn Rand,1495,
1496,Bill Burr,1496,
1497,Alec Guinness,1497,
1498,Alec Guinness,1498,
1499,Adam Driver,1499,
1500,Barack Obama,1500,
1501,Boris Johnson,1501,
1502,Ayn Rand,1502,
1503,The Notorious B.I.G.,1503,
1504,Adam Driver,1504,
1505,Mark Zuckerberg,1505,
1506,Donald Trump,1506,
1507,Richard Nixon,1507,
1508,Alec Guinness,1508,
1509,Alec Guinness,1509,
1510,Ronald Reagan,1510,
1511,Ayn Rand,1511,
1512,FDR,1512,
1513,Donald Trump,1513,
1514,Barack Obama,1514,
1515,George W. Bush,1515,
1516,George W. Bush,1516,
1517,Ronald Reagan,1517,
1518,Milton Friedman,1518,
1519,Alec Guinness,1519,
1520,Orson Welles,1520,
1521,Bill Clinton,1521,
1522,Ronald Reagan,1522,
1523,Donald Trump,1523,
1524,Mr. Rogers,1524,
1525,Winston Churchill,1525,
1526,Barack Obama,1526,
1527,Barack Obama,1527,
1528,Alan Watts,1528,
1529,Queen Elizabeth II,1529,
1530,Bill Clinton,1530,
1531,Bob Ross,1531,
1532,Christopher Hitchens,1532,
1533,Nelson Mandela,1533,
1534,JFK,1534,
1535,Ronald Reagan,1535,
1536,Bernie Sanders,1536,
1537,Alec Guinness,1537,
1538,Queen Elizabeth II,1538,
1539,John Cleese,1539,
1540,Barack Obama,1540,
1541,Ayn Rand,1541,
1542,Louis Farrakhan,1542,
1543,Alec Guinness,1543,
1544,Barack Obama,1544,
1545,Bernie Sanders,1545,
1546,Ayn Rand,1546,
1547,Louis Farrakhan,1547,
1548,John Cleese,1548,
1549,Donald Trump,1549,
1550,Ayn Rand,1550,
1551,Bill Clinton,1551,
1552,Martin Luther King,1552,
1553,Dwight Eisenhower,1553,
1554,Boris Johnson,1554,
1555,Ayn Rand,1555,
1556,Ronald Reagan,1556,
1557,Martin Luther King,1557,
1558,Arnold Schwarzenegger,1558,
1559,Mr. Rogers,1559,
1560,Nelson Mandela,1560,
1561,Alan Watts,1561,
1562,Ronald Reagan,1562,
1563,Bernie Sanders,1563,
1564,Ronald Reagan,1564,
1565,Bernie Sanders,1565,
1566,Ayn Rand,1566,
1567,Bill Clinton,1567,
1568,Louis Farrakhan,1568,
1569,Ronald Reagan,1569,
1570,Donald Trump,1570,
1571,Alec Guinness,1571,
1572,Arnold Schwarzenegger,1572,
1573,Malcolm X,1573,
1574,Christopher Hitchens,1574,
1575,Frank Sinatra,1575,
1576,Bernie Sanders,1576,
1577,Barack Obama,1577,
1578,Donald Trump,1578,
1579,JFK,1579,
1580,Donald Trump,1580,
1581,Barack Obama,1581,
1582,Barack Obama,1582,
1583,Malcolm X,1583,
1584,Nick Offerman,1584,
1585,Bernie Sanders,1585,
1586,Bernie Sanders,1586,
1587,Bill Clinton,1587,
1588,Alec Guinness,1588,
1589,Donald Trump,1589,
1590,Mark Zuckerberg,1590,
1591,Christopher Hitchens,1591,
1592,Louis Farrakhan,1592,
1593,Bernie Sanders,1593,
1594,Scarlett Johansson,1594,
1595,Donald Trump,1595,
1596,Barack Obama,1596,
1597,Louis Farrakhan,1597,
1598,John Cleese,1598,
1599,Bill Clinton,1599,
1600,Martin Luther King,1600,
1601,Nick Offerman,1601,
1602,Bill Clinton,1602,
1603,Bill Clinton,1603,
1604,Ayn Rand,1604,
1605,Winston Churchill,1605,
1606,Barack Obama,1606,
1607,Bill Clinton,1607,
1608,2Pac,1608,
1609,Alec Guinness,1609,
1610,Christopher Hitchens,1610,
1611,Dwight Eisenhower,1611,
1612,Alec Guinness,1612,
1613,Bernie Sanders,1613,
1614,Gilbert Gottfried,1614,
1615,Bill Clinton,1615,
1616,Bernie Sanders,1616,
1617,Donald Trump,1617,
1618,Alec Guinness,1618,
1619,Christopher Hitchens,1619,
1620,Bill Clinton,1620,
1621,Christopher Hitchens,1621,
1622,Barack Obama,1622,
1623,JFK,1623,
1624,Ayn Rand,1624,
1625,Martin Luther King,1625,
1626,Bill Clinton,1626,
1627,Alan Watts,1627,
1628,Arnold Schwarzenegger,1628,
1629,Barack Obama,1629,
1630,Ronald Reagan,1630,
1631,Ronald Reagan,1631,
1632,Alec Guinness,1632,
1633,Ronald Reagan,1633,
1634,Winston Churchill,1634,
1635,Ronald Reagan,1635,
1636,Barack Obama,1636,
1637,Bill Clinton,1637,
1638,Alec Guinness,1638,
1639,2Pac,1639,
1640,Alec Guinness,1640,
1641,Alec Guinness,1641,
1642,Bernie Sanders,1642,
1643,Milton Friedman,1643,
1644,Alec Guinness,1644,
1645,Louis C.K.,1645,
1646,Bernie Sanders,1646,
1647,Alec Guinness,1647,
1648,Ronald Reagan,1648,
1649,Bernie Sanders,1649,
1650,Donald Trump,1650,
1651,Milton Friedman,1651,
1652,Barack Obama,1652,
1653,FDR,1653,
1654,Christopher Hitchens,1654,
1655,Bernie Sanders,1655,
1656,Ronald Reagan,1656,
1657,Barack Obama,1657,
1658,Donald Trump,1658,
1659,Donald Trump,1659,
1660,Barack Obama,1660,
1661,Christopher Hitchens,1661,
1662,Ayn Rand,1662,
1663,Bernie Sanders,1663,
1664,Adam Driver,1664,
1665,Barack Obama,1665,
1666,Donald Trump,1666,
1667,Kamala Harris,1667,
1668,Bernie Sanders,1668,
1669,Alec Guinness,1669,
1670,Winston Churchill,1670,
1671,Alec Guinness,1671,
1672,Bernie Sanders,1672,
1673,Bill Clinton,1673,
1674,Alec Guinness,1674,
1675,Ayn Rand,1675,
1676,Alec Guinness,1676,
1677,Donald Trump,1677,
1678,Kanye West,1678,
1679,Milton Friedman,1679,
1680,Arnold Schwarzenegger,1680,
1681,Donald Trump,1681,
1682,Bill Clinton,1682,
1683,Nelson Mandela,1683,
1684,JFK,1684,
1685,Alec Guinness,1685,
1686,Bernie Sanders,1686,
1687,Bernie Sanders,1687,
1688,2Pac,1688,
1689,Bernie Sanders,1689,
1690,Alec Guinness,1690,
1691,Martin Luther King,1691,
1692,Donald Trump,1692,
1693,Bill Burr,1693,
1694,Martin Luther King,1694,
1695,Bill Clinton,1695,
1696,Christopher Hitchens,1696,
1697,Martin Luther King,1697,
1698,Alan Watts,1698,
1699,Alec Guinness,1699,
1700,Bernie Sanders,1700,
1701,Donald Trump,1701,
1702,Orson Welles,1702,
1703,Ronald Reagan,1703,
1704,Norm MacDonald,1704,
1705,Kanye West,1705,
1706,Richard Nixon,1706,
1707,Bernie Sanders,1707,
1708,Adam Driver,1708,
1709,Arnold Schwarzenegger,1709,
1710,Louis Farrakhan,1710,
1711,Alec Guinness,1711,
1712,Alec Guinness,1712,
1713,Donald Trump,1713,
1714,Boris Johnson,1714,
1715,Martin Luther King,1715,
1716,Barack Obama,1716,
1717,Arnold Schwarzenegger,1717,
1718,Donald Trump,1718,
1719,Queen Elizabeth II,1719,
1720,Winston Churchill,1720,
1721,Alec Guinness,1721,
1722,Alec Guinness,1722,
1723,Donald Trump,1723,
1724,George Carlin,1724,
1725,Nelson Mandela,1725,
1726,Barack Obama,1726,
1727,Bill Clinton,1727,
1728,Arnold Schwarzenegger,1728,
1729,Donald Trump,1729,
1730,Alec Guinness,1730,
1731,Nelson Mandela,1731,
1732,Bill Clinton,1732,
1733,Martin Luther King,1733,
1734,Bill Burr,1734,
1735,Malcolm X,1735,
1736,Alec Guinness,1736,
1737,FDR,1737,
1738,Donald Trump,1738,
1739,Bill Burr,1739,
1740,Gilbert Gottfried,1740,
1741,The Notorious B.I.G.,1741,
1742,The Notorious B.I.G.,1742,
1743,Alec Guinness,1743,
1744,Barack Obama,1744,
1745,Christopher Hitchens,1745,
1746,George W. Bush,1746,
1747,Louis Farrakhan,1747,
1748,Ronald Reagan,1748,
1749,Dwight Eisenhower,1749,
1750,Lyndon Johnson,1750,
1751,Barack Obama,1751,
1752,Alec Guinness,1752,
1753,Boris Johnson,1753,
1754,Richard Nixon,1754,
1755,Barack Obama,1755,
1756,Ayn Rand,1756,
1757,Bernie Sanders,1757,
1758,Winston Churchill,1758,
1759,Alec Guinness,1759,
1760,Ronald Reagan,1760,
1761,The Notorious B.I.G.,1761,
1762,JFK,1762,
1763,Ayn Rand,1763,
1764,Milton Friedman,1764,
1765,Donald Trump,1765,
1766,Ayn Rand,1766,
1767,FDR,1767,
1768,JFK,1768,
1769,Bernie Sanders,1769,
1770,Martin Luther King,1770,
1771,Alec Guinness,1771,
1772,Bill Clinton,1772,
1773,Nelson Mandela,1773,
1774,Queen Elizabeth II,1774,
1775,Donald Trump,1775,
1776,Alec Guinness,1776,
1777,Bob Ross,1777,
1778,Donald Trump,1778,
1779,FDR,1779,
1780,Ronald Reagan,1780,
1781,Donald Trump,1781,
1782,Louis Farrakhan,1782,
1783,George W. Bush,1783,
1784,Bernie Sanders,1784,
1785,Bernie Sanders,1785,
1786,Bob Ross,1786,
1787,Donald Trump,1787,
1788,Queen Elizabeth II,1788,
1789,JFK,1789,
1790,Bill Clinton,1790,
1791,Bernie Sanders,1791,
1792,Louis Farrakhan,1792,
1793,Alec Guinness,1793,
1794,Queen Elizabeth II,1794,
1795,Mark Zuckerberg,1795,
1796,Ayn Rand,1796,
1797,Alexandria Ocasio-Cortez,1797,
1798,Bill Clinton,1798,
1799,Ronald Reagan,1799,
1800,Bill Clinton,1800,
1801,Bernie Sanders,1801,
1802,Donald Trump,1802,
1803,Donald Trump,1803,
1804,Alec Guinness,1804,
1805,Bill Clinton,1805,
1806,Bernie Sanders,1806,
1807,FDR,1807,
1808,Barack Obama,1808,
1809,Ayn Rand,1809,
1810,Barack Obama,1810,
1811,Bill Clinton,1811,
1812,FDR,1812,
1813,Alec Guinness,1813,
1814,The Notorious B.I.G.,1814,
1815,Donald Trump,1815,
1816,Tucker Carlson,1816,
1817,Donald Trump,1817,
1818,Queen Elizabeth II,1818,
1819,Christopher Hitchens,1819,
1820,Donald Trump,1820,
1821,JFK,1821,
1822,Barack Obama,1822,
1823,George W. Bush,1823,
1824,Bernie Sanders,1824,
1825,Christopher Hitchens,1825,
1826,Barack Obama,1826,
1827,Tucker Carlson,1827,
1828,Mark Zuckerberg,1828,
1829,Bernie Sanders,1829,
1830,Ronald Reagan,1830,
1831,Bernie Sanders,1831,
1832,Barack Obama,1832,
1833,Bernie Sanders,1833,
1834,Malcolm X,1834,
1835,Ayn Rand,1835,
1836,Bernie Sanders,1836,
1837,Mark Zuckerberg,1837,
1838,Bernie Sanders,1838,
1839,Alec Guinness,1839,
1840,Bernie Sanders,1840,
1841,Donald Trump,1841,
1842,Adam Driver,1842,
1843,Alec Guinness,1843,
1844,George Carlin,1844,
1845,FDR,1845,
1846,Ronald Reagan,1846,
1847,Alexandria Ocasio-Cortez,1847,
1848,Ayn Rand,1848,
1849,JFK,1849,
1850,Mark Zuckerberg,1850,
1851,Alec Guinness,1851,
1852,Ronald Reagan,1852,
1853,2Pac,1853,
1854,Malcolm X,1854,
1855,Bill Clinton,1855,
1856,Bill Clinton,1856,
1857,Donald Trump,1857,
1858,Bernie Sanders,1858,
1859,Ronald Reagan,1859,
1860,Milton Friedman,1860,
1861,Ronald Reagan,1861,
1862,Barack Obama,1862,
1863,Bob Ross,1863,
1864,Donald Trump,1864,
1865,Donald Trump,1865,
1866,Alec Guinness,1866,
1867,Alan Watts,1867,
1868,Harry Truman,1868,
1869,Donald Trump,1869,
1870,Malcolm X,1870,
1871,Donald Trump,1871,
1872,Ayn Rand,1872,
1873,Jeff Goldblum,1873,
1874,Alec Guinness,1874,
1875,Alec Guinness,1875,
1876,Ayn Rand,1876,
1877,Alec Guinness,1877,
1878,Bernie Sanders,1878,
1879,Barack Obama,1879,
1880,Orson Welles,1880,
1881,Calvin Coolidge,1881,
1882,Kanye West,1882,
1883,Alec Guinness,1883,
1884,Alec Guinness,1884,
1885,Alec Guinness,1885,
1886,Bernie Sanders,1886,
1887,Mark Zuckerberg,1887,
1888,Winston Churchill,1888,
1889,Martin Luther King,1889,
1890,Martin Luther King,1890,
